Regulator,Target,Sign in BBM,Model,Sign,Classification,Confidence rank,Constraint,Notes
PDK1_pm,HSP90AA1,ambiguous,TGEN,negative,,,,
PDK1_pm,HSP90AA1,ambiguous,MCF7,,,,,
PDK1_pm,HSP90AA1,ambiguous,T47D,,,,,
PDK1_pm,MEK,positive,HS,positive,direct,1,regulates,PDK1 phosphorylates MEK1 and MEK2
PDK1_pm,PAK1,ambiguous,T47D,,,,,
PDK1_pm,PDK1_pm,positive,BS,positive,unsupported,,,This inferred self-regulation is not supported by evidence
PDK1_pm,PDK1_pm,positive,HS,positive,unsupported,,,This inferred self-regulation is not supported by evidence
PDK1_pm,PDK1_pm,positive,SS,positive,unsupported,,,This inferred self-regulation is not supported by evidence
PDK1_pm,SGK1,ambiguous,TGEN,positive,direct,1,regulates,"PDK1 directly phosphorylates SGK1 at Thr256 in its activation loop, producing full kinase activation after the hydrophobic-motif site (Ser422) has been phosphorylated."
PDK1_pm,SGK1,ambiguous,MCF7,positive ,direct,1,regulates,"PDK1 directly phosphorylates SGK1 at Thr256 in its activation loop, producing full kinase activation after the hydrophobic-motif site (Ser422) has been phosphorylated."
PDK1_pm,SGK1,ambiguous,T47D,positive ,direct,1,regulates,"PDK1 directly phosphorylates SGK1 at Thr256 in its activation loop, producing full kinase activation after the hydrophobic-motif site (Ser422) has been phosphorylated."
pertuzumab,EGFR,negative,BL,negative,indirect,2,,pertuzumab binds the extracellular domain II of HER2 and inhibits EGFR-HER2 heterodimerization. This is an indirect effect on EGFR.
pertuzumab,EGFR,negative,HL,negative ,indirect,2,,pertuzumab binds the extracellular domain II of HER2 and inhibits EGFR-HER2 heterodimerization
pertuzumab,EGFR,negative,BS,negative,indirect,2,,pertuzumab binds the extracellular domain II of HER2 and inhibits EGFR-HER2 heterodimerization. This is an indirect effect on EGFR.
pertuzumab,EGFR,negative,HS,negative,indirect,2,,pertuzumab binds the extracellular domain II of HER2 and inhibits EGFR-HER2 heterodimerization
pertuzumab,EGFR,negative,SS,negative,indirect,2,,pertuzumab binds the extracellular domain II of HER2 and inhibits EGFR-HER2 heterodimerization. This is an indirect effect on EGFR.
pertuzumab,EGFR,negative,SL,pertuzumab,indirect,2,,pertuzumab binds the extracellular domain II of HER2 and inhibits EGFR-HER2 heterodimerization. This is an indirect effect on EGFR.
pertuzumab,ERK,positive,BS,positive,unsupported,,,this inferred edge is not supported by experimental evidence
pertuzumab,HER2,negative,BL,negative ,direct,1,regulates,pertuzumab is a monoclonal antibody that binds the extracellular domain II of HER2.
pertuzumab,HER2,negative,HL,negative,direct,1,regulates,pertuzumab is a monoclonal antibody that binds the extracellular domain II of HER2.
pertuzumab,HER2,negative,BS,negative,direct,1,regulates,pertuzumab is a monoclonal antibody that binds the extracellular domain II of HER2.
pertuzumab,HER2,negative,HS,negative,direct,1,regulates,pertuzumab is a monoclonal antibody that binds the extracellular domain II of HER2
pertuzumab,HER2,negative,SS,negative,direct,1,regulates,pertuzumab is a monoclonal antibody that binds the extracellular domain II of HER2
pertuzumab,HER2,negative,SL,negative ,direct,1,regulates,pertuzumab is a monoclonal antibody that binds the extracellular domain II of HER2.
pertuzumab,HER3,negative,BL,negative ,unsupported,,,"pertuzumab does not act on HER3 but on the HER2-HER3 complex, which is a separate node."
pertuzumab,HER3,negative,HL,negative,unsupported,,,"pertuzumab does not act on HER3 but on the HER2-HER3 complex, which is a separate node."
pertuzumab,HER3,negative,BS,negative,unsupported,,,"pertuzumab does not act on HER3 but on the HER2-HER3 complex, which is a separate node."
pertuzumab,HER3,negative,HS,negative,unsupported,,,"pertuzumab does not act on HER3 but on the HER2-HER3 complex, which is a separate node"
pertuzumab,HER3,negative,SS,negative,unsupported,,,"pertuzumab does not act on HER3 but on the HER2-HER3 complex, which is a separate node"
pertuzumab,HER3,negative,SL,negative,unsupported,,,"pertuzumab does not act on HER3 but on the HER2-HER3 complex, which is a separate node."
pertuzumab,mTORC1,positive,BS,positive,unsupported,,,this inferred edge is not supported by evidence
PG,PGR,ambiguous,TGEN,positive,,,,
PG,PGR,ambiguous,MCF7,,,,,
PG,PGR,ambiguous,T47D,,,,,
PGR,ESR1,ambiguous,TGEN,positive,,,,
PGR,ESR1,ambiguous,MCF7,,,,,
PGR,ESR1,ambiguous,T47D,,,,,
PGR,WNT1,ambiguous,TGEN,positive,,,,
PI3K,HRAS,ambiguous,TGEN,positive,,,,
PI3K,PI3K_2,ambiguous,Z17,positive ,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
PI3K,PI3K_2,positive,Z21,positive,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
PI3K,PIP3,ambiguous,Z17,positive ,direct,1,regulates,PI3K catalyzes the reaction that produces PIP3.
PI3K,PIP3,positive,Z21,positive,direct,1,regulates,PI3K catalyzes the reaction that produces PIP3.
PI3K,PIP3,ambiguous,TGEN,positive,direct,1,regulates,PI3K catalyzes the reaction that produces PIP3.
PI3K,PIP3,ambiguous,MCF7,positive ,direct,1,regulates,PI3K catalyzes the reaction that produces PIP3.
PI3K,PIP3,ambiguous,T47D,positive ,direct,1,regulates,PI3K catalyzes the reaction that produces PIP3.
PI3K,RAC1,ambiguous,TGEN,positive,indirect,2,,causal effect mediated by PIP3  and Rac guanine-nucleotide exchange factors
PI3K,RAC1,ambiguous,MCF7,positive ,indirect,2,,causal effect mediated by PIP3  and Rac guanine-nucleotide exchange factors
PI3K,RAC1,ambiguous,T47D,positive ,indirect,2,,causal effect mediated by PIP3  and Rac guanine-nucleotide exchange factors
PI3K,RAS,ambiguous,TGEN,positive,,,,
PI3K_2,PI3K,ambiguous,Z17,positive ,unsupported,,,This edge is an artifact of the Boolean representation of multi-level nodes.
PI3K_2,PI3K,positive,Z21,positive ,unsupported,,,This edge is an artifact of the Boolean representation of multi-level nodes.
PI3K_2,PIP3,ambiguous,Z17,positive ,direct,1,regulates,PI3K catalyzes the reaction that produces PIP3.
PI3K_2,PIP3,positive,Z21,positive,direct,1,regulates,PI3K catalyzes the reaction that produces PIP3.
PI3K_2,PIP3_2,ambiguous,Z17,positive,direct,1,regulates,PI3K catalyzes the reaction that produces PIP3.
PI3K_2,PIP3_2,positive,Z21,positive,direct,1,regulates,PI3K catalyzes the reaction that produces PIP3.
PIM,BAD,ambiguous,Z17,negative,direct,1,,"PIM kinases phosphorylate BAD. This promotes BAD's sequestration by 14-3-3 proteins, suppressing BAD's pro-apoptotic function."
PIM,BAD,negative,Z21,negative,direct,1,,"PIM kinases phosphorylate BAD. This promotes BAD's sequestration by 14-3-3 proteins, suppressing BAD's pro-apoptotic function."
PIM,BAD,ambiguous,TGEN,negative,direct,1,,"PIM kinases phosphorylate BAD. This promotes BAD's sequestration by 14-3-3 proteins, suppressing BAD's pro-apoptotic function."
PIM,BAD,ambiguous,MCF7,negative,direct,1,,"PIM kinases phosphorylate BAD. This promotes BAD's sequestration by 14-3-3 proteins, suppressing BAD's pro-apoptotic function."
PIM,BAD,ambiguous,T47D,negative,direct,1,,"PIM kinases phosphorylate BAD. This promotes BAD's sequestration by 14-3-3 proteins, suppressing BAD's pro-apoptotic function."
PIM,FOXO3,ambiguous,Z17,negative ,direct,1,,PIM kinases phosphorylate FOXO3 (FOXO3a). This phosphorylation suppresses FOXO3 transcriptional activity by promoting its nuclear exclusion and association with 14-3-3 proteins.
PIM,FOXO3,negative,Z21,negative,direct,1,,PIM kinases phosphorylate FOXO3 (FOXO3a). This phosphorylation suppresses FOXO3 transcriptional activity by promoting its nuclear exclusion and association with 14-3-3 proteins.
PIM,mTORC1,ambiguous,MCF7,,,,,
PIM,mTORC1,ambiguous,T47D,,,,,
PIM,MYC,ambiguous,TGEN,positive,direct,1,,"PIM kinases, especially PIM1, phosphorylate MYC, which increases MYC protein stability and transcriptional activity."
PIM,MYC,ambiguous,MCF7,positive,direct,1,,"PIM kinases, especially PIM1, phosphorylate MYC, which increases MYC protein stability and transcriptional activity."
PIM,MYC,ambiguous,T47D,positive,direct,1,,"PIM kinases, especially PIM1, phosphorylate MYC, which increases MYC protein stability and transcriptional activity."
PIM,p21_p27,ambiguous,Z17,negative,,?,,The p21_p27 node refers both to p21 and p27. PIM kinases suppress p27 through phosphorylation that promotes its cytoplasmic localization and/or degradation.
PIM,p21_p27,negative,Z21,negative ,,,,
PIM,PRAS40,ambiguous,Z17,,,,,
PIM,PRAS40,negative,Z21,,,,,
PIM,RELA,ambiguous,TGEN,positive,,,,
PIM,RELA,ambiguous,MCF7,,,,,
PIM,RELA,ambiguous,T47D,,,,,
PIP3,AKT,ambiguous,Z17,positive,direct,1,,"PIP3 directly binds the PH domain of AKT, recruiting AKT to the plasma membrane and inducing conformational changes that expose its activating phosphorylation sites"
PIP3,AKT,positive,Z21,positive,direct,1,,"PIP3 directly binds the PH domain of AKT, recruiting AKT to the plasma membrane and inducing conformational changes that expose its activating phosphorylation sites"
PIP3,AKT,ambiguous,TGEN,positive,direct,1,,"PIP3 directly binds the PH domain of AKT, recruiting AKT to the plasma membrane and inducing conformational changes that expose its activating phosphorylation sites"
PIP3,AKT,ambiguous,MCF7,positive,direct,1,,"PIP3 directly binds the PH domain of AKT, recruiting AKT to the plasma membrane and inducing conformational changes that expose its activating phosphorylation sites"
PIP3,AKT,ambiguous,T47D,positive,direct,1,,"PIP3 directly binds the PH domain of AKT, recruiting AKT to the plasma membrane and inducing conformational changes that expose its activating phosphorylation sites"
PIP3,HRAS,ambiguous,MCF7,,,,,
PIP3,HRAS,ambiguous,T47D,,,,,
PIP3,MAPK,ambiguous,Z17,,,,,
PIP3,MAPK,positive,Z21,,,,,
PIP3,MAPK_2,ambiguous,Z17,,,,,
PIP3,MAPK_2,positive,Z21,,,,,
PIP3,mTORC2,ambiguous,TGEN,positive,direct,1,,PIP3 binds the SIN1 component of mTORC2 and relieves mTORC2 autoinhibition
PIP3,mTORC2,ambiguous,MCF7,,,,,
PIP3,mTORC2,ambiguous,T47D,,,,,
PIP3,mTORC2_pm,ambiguous,Z17,,,,,
PIP3,mTORC2_pm,positive,Z21,,,,,
PIP3,PDK1_pm,ambiguous,Z17,,,,,
PIP3,PDK1_pm,positive,Z21,,,,,
PIP3,PDK1_pm,ambiguous,TGEN,positive,direct,1,,PIP3 recruits PDK1 to the plasma membrane
PIP3,PDK1_pm,ambiguous,MCF7,,,,,
PIP3,PDK1_pm,ambiguous,T47D,,,,,
PIP3,PIP3_2,ambiguous,Z17,,,,,
PIP3,PIP3_2,positive,Z21,,,,,
PIP3,RAS,ambiguous,MCF7,,,,,
PIP3,RAS,ambiguous,T47D,,,,,
PIP3_2,AKT,ambiguous,Z17,positive,direct,1,,"PIP3 directly binds the PH domain of AKT, recruiting AKT to the plasma membrane and inducing conformational changes that expose its activating phosphorylation sites. We consider the confidence the same as that of the PIP3->AKT edge."
PIP3_2,AKT,positive,Z21,positive,direct,1,,"PIP3 directly binds the PH domain of AKT, recruiting AKT to the plasma membrane and inducing conformational changes that expose its activating phosphorylation sites. We consider the confidence the same as that of the PIP3->AKT edge."
PIP3_2,MAPK,ambiguous,Z17,,,,,
PIP3_2,MAPK,positive,Z21,,,,,
PIP3_2,MAPK_2,ambiguous,Z17,,,,,
PIP3_2,MAPK_2,positive,Z21,,,,,
PIP3_2,mTORC2_pm,ambiguous,Z17,,,,,
PIP3_2,mTORC2_pm,positive,Z21,,,,,
PIP3_2,PDK1_pm,ambiguous,Z17,,,,,
PIP3_2,PDK1_pm,positive,Z21,,,,,
PIP3_2,PIP3,ambiguous,Z17,,,,,
PIP3_2,PIP3,positive,Z21,,,,,
PKCa,PKCa,positive,BS,positive,unsupported,,,This inferred self-regulation is not supported by evidence
PKCa,PKCa,positive,HS,positive,unsupported,,,This inferred self-regulation is not supported by evidence
PKCa,PKCa,positive,SS,positive,unsupported,,,This inferred self-regulation is not supported by evidence
PLCg,EGFR,positive,BS,positive,unsupported,,,"not supported by evidence, there is an indirect negative effect instead"
PLCg,EGFR,positive,HS,positive,unsupported,,,"not supported by evidence, there is an indirect negative effect instead"
PLCg,EGFR,positive,SS,positive,unsupported,,,"not supported by evidence, there is an indirect negative effect instead"
PLCg,PKCa,positive,BS,positive,direct in the network sense,1,,"mediated by DAG, which is not part of the network"
PLCg,PKCa,positive,HS,positive,direct in the network sense,1,,"mediated by DAG, which is not part of the network"
PLCg,PKCa,positive,SS,positive,direct in the network sense,1,,"mediated by DAG, which is not part of the network"
PLCg,PLCg,positive,BS,positive,unsupported,,,This inferred edge is not supported by experimental evidence
PLCg,PLCg,positive,HS,positive,unsupported,,,This inferred edge is not supported by experimental evidence
PLCg,PLCg,positive,SS,positive,unsupported,,,This inferred edge is not supported by experimental evidence
PPARG,JUN,ambiguous,TGEN,positive,,,,
PPARG,JUN,ambiguous,MCF7,,,,,
PPARG,JUN,ambiguous,T47D,,,,,
PRAS40,mTORC1,ambiguous,Z17,,,,,
PRAS40,mTORC1,negative,Z21,,,,,
PRAS40,PRAS40,positive,BL,,,,,
PRAS40,PRAS40,positive,HL,,,,,
PRAS40,PRAS40,positive,SL,,,,,
PRAS40,S6K,negative,BL,,,,,
PRAS40,S6K,negative,HL,,,,,
PRAS40,S6K,negative,SL,,,,,
pRB,E2F,ambiguous,Z17,,,,,
pRB,E2F,positive,Z21,,,,,
pRB,pRB_2,ambiguous,Z17,,,,,
pRB,pRB_2,positive,Z21,,,,,
pRB,pRB_3,ambiguous,Z17,,,,,
pRB_2,E2F_2,ambiguous,Z17,,,,,
pRB_2,E2F_2,positive,Z21,,,,,
pRB_2,E2F_3,ambiguous,Z17,,,,,
pRB_2,pRB,ambiguous,Z17,,,,,
pRB_2,pRB,positive,Z21,,,,,
pRB_2,pRB_3,ambiguous,Z17,,,,,
pRB_3,E2F_3,ambiguous,Z17,,,,,
pRB_3,pRB,ambiguous,Z17,,,,,
pRB_3,pRB_2,ambiguous,Z17,,,,,
PRKAA2,TSC2,ambiguous,TGEN,positive,,,,
PRKAA2,TSC2,ambiguous,MCF7,,,,,
PRKAA2,TSC2,ambiguous,T47D,,,,,
PRKACA,CASP9,ambiguous,TGEN,negative,,,,
PRKACA,CASP9,ambiguous,MCF7,,,,,
PRKACA,GRB7,ambiguous,TGEN,negative,,,,
PRKACA,GRB7,ambiguous,MCF7,,,,,
PRKACA,GRB7,ambiguous,T47D,,,,,
PRKACA,NEDD4L,ambiguous,TGEN,negative,,,,
PRKACA,NEDD4L,ambiguous,MCF7,,,,,
PRKACA,PRKAA2,ambiguous,TGEN,negative,,,,
PRKACA,PRKAA2,ambiguous,MCF7,,,,,
PRKACA,SRC,ambiguous,TGEN,positive,,,,
PRKACA,SRC,ambiguous,MCF7,,,,,
PRKACA,SRC,ambiguous,T47D,,,,,
PTEN,AKT,negative,BL,negative ,indirect,2,,mediated by PIP3
PTEN,AKT,negative,HL,negative ,indirect,2,,mediated by PIP3
PTEN,AKT,negative,SL,negative ,indirect,2,,mediated by PIP3
PTEN,CREB1,ambiguous,TGEN,negative,,,,
PTEN,CREB1,ambiguous,MCF7,,,,,
PTEN,CyclinD,positive,SL,,,,,
PTEN,HER3,negative,BL,,,,,
PTEN,p53,positive,BL,,,,,
PTEN,p53,positive,SL,,,,,
PTEN,PIP3,ambiguous,Z17,negative,direct,1,,PTEN dephosphorylates PIP3
PTEN,PIP3,negative,Z21,negative,direct,1,,PTEN dephosphorylates PIP3
PTEN,PIP3,ambiguous,TGEN,negative,direct,1,,PTEN dephosphorylates PIP3
PTEN,PIP3,ambiguous,MCF7,negative ,direct,1,,PTEN dephosphorylates PIP3
PTEN,PIP3,ambiguous,T47D,negative,direct,1,,PTEN dephosphorylates PIP3
PTEN,PIP3_2,ambiguous,Z17,negative,direct,1,,PTEN dephosphorylates PIP3. We consider that the confidence ranking is the same as that of the PTEN-| PIP3 edge.
PTEN,PTEN,positive,BL,,,,,
PTEN,PTEN,positive,HL,,,,,
PTEN,PTEN,positive,SL,,,,,
PTEN,PTEN_2,positive,Z21,,,,,
PTEN_2,PIP3,negative,Z21,negative,direct,1,,PTEN dephosphorylates PIP3. We consider that the confidence ranking is the same as that of the PTEN-| PIP3 edge.
PTEN_2,PIP3_2,negative,Z21,negative,direct,1,,PTEN dephosphorylates PIP3. We consider that the confidence ranking is the same as that of the PTEN-| PIP3 edge.
PTEN_2,PTEN,positive,Z21,,,,,
PTEN_T,PTEN,positive,Z21,,,,,This edge represents translation of the PTEN protein from the PTEN_T transcript
PTEN_T,PTEN_T,positive,Z21,,,,,
PTEN_T,PTEN_T_2,positive,Z21,,,,,
PTEN_T_2,PTEN_2,positive,Z21,,,,,
PTEN_T_2,PTEN_T,positive,Z21,,,,,
PTEN_T_2,PTEN_T_2,positive,Z21,,,,,
RAC1,MAPK8,ambiguous,TGEN,positive,,,,
RAC1,MAPK8,ambiguous,MCF7,,,,,
RAC1,MAPK8,ambiguous,T47D,,,,,
RAC1,PAK1,ambiguous,T47D,,,,,
RAC1,PAK2,ambiguous,TGEN,positive,,,,
RAC1,PAK2,ambiguous,MCF7,,,,,
RAC1,PAK2,ambiguous,T47D,,,,,
RAF1,ERK,positive,BL,,,,,
RAF1,ERK,positive,HL,,,,,
RAF1,ERK,positive,SL,,,,,
RAF1,MEK,ambiguous,TGEN,positive,direct,1,,RAF1 phosphorylates MEK1/2
RAF1,MEK,ambiguous,MCF7,,,,,
RAF1,MEK,ambiguous,T47D,,,,,
RAF1,PTEN,positive,HL,,,,,
RAF1,RAF1,positive,BL,,,,,
RAF1,RAF1,positive,HL,,,,,
RAF1,RAF1,positive,SL,,,,,
RAS,MAPK,ambiguous,Z17,,,,,
RAS,MAPK,positive,Z21,,,,,
RAS,PI3K,ambiguous,Z17,,,,,
RAS,PI3K,positive,Z21,,,,,
RAS,PI3K,ambiguous,TGEN,positive,direct,1,,GTP-bound RAS binds the Ras-binding domain (RBD) of the p110 catalytic subunit of class I PI3K. This interaction promotes PI3K activation.
RAS,PI3K,ambiguous,MCF7,,,,,
RAS,RAF1,ambiguous,TGEN,positive,,,,
RAS,RAF1,ambiguous,MCF7,,,,,
RAS,RAF1,ambiguous,T47D,,,,,
RAS,RAS_2,ambiguous,Z17,,,,,
RAS,RAS_2,positive,Z21,,,,,
RAS,RAS_3,ambiguous,Z17,,,,,
RAS,RAS_3,positive,Z21,,,,,
RAS_2,MAPK,ambiguous,Z17,,,,,
RAS_2,MAPK,positive,Z21,,,,,
RAS_2,MAPK_2,ambiguous,Z17,,,,,
RAS_2,MAPK_2,positive,Z21,,,,,
RAS_2,PI3K,ambiguous,Z17,,,,,
RAS_2,PI3K,positive,Z21,,,,,
RAS_2,RAS,ambiguous,Z17,,,,,
RAS_2,RAS,positive,Z21,,,,,
RAS_2,RAS_3,ambiguous,Z17,,,,,
RAS_2,RAS_3,positive,Z21,,,,,
RAS_3,MAPK,ambiguous,Z17,,,,,
RAS_3,MAPK,positive,Z21,,,,,
RAS_3,MAPK_2,ambiguous,Z17,,,,,
RAS_3,MAPK_2,positive,Z21,,,,,
RAS_3,PI3K,ambiguous,Z17,,,,,
RAS_3,PI3K,positive,Z21,,,,,
RAS_3,RAS,ambiguous,Z17,,,,,
RAS_3,RAS,positive,Z21,,,,,
RAS_3,RAS_2,ambiguous,Z17,,,,,
RAS_3,RAS_2,positive,Z21,,,,,
RB,ABL1,ambiguous,MCF7,,,,,
RB,E2F,ambiguous,TGEN,negative,,,,
RB,E2F,ambiguous,MCF7,,,,,
RB,E2F,ambiguous,T47D,,,,,
RB,p53,positive,BL,,,,,
RB,p53,positive,HL,,,,,
RB,p53,positive,SL,,,,,
RB,RB,positive,BL,,,,,
RB,RB,positive,HL,,,,,
RB,RB,positive,SL,,,,,
RB,TSC2,positive,HL,,,,,
Rb_T,pRB,negative,Z21,,,,,
Rb_T,pRB_2,negative,Z21,,,,,
RELA,EGFR,ambiguous,T47D,,,,,
RELA,IL1B,ambiguous,TGEN,positive,,,,
RELA,IL1B,ambiguous,MCF7,,,,,
RELA,IL1B,ambiguous,T47D,,,,,
RELA,JUN,ambiguous,TGEN,positive,,,,
RELA,JUN,ambiguous,MCF7,,,,,
RELA,JUN,ambiguous,T47D,,,,,
RHEB,mTORC1,ambiguous,TGEN,positive,direct,1,,"RHEB directly binds mTORC1, and allosterically activates the mTOR kinase"
RHEB,mTORC1,ambiguous,MCF7,positive,direct,1,,"RHEB directly binds mTORC1, and allosterically activates the mTOR kinase"
RHEB,mTORC1,ambiguous,T47D,positive,direct,1,,"RHEB directly binds mTORC1, and allosterically activates the mTOR kinase"
RND1,MAPK8,ambiguous,TGEN,positive,,,,
RND1,MAPK8,ambiguous,MCF7,,,,,
RND1,MAPK8,ambiguous,T47D,,,,,
RPS6,CyclinD,positive,BL,,,,,
RPS6,HER3,positive,BL,,,,,
RPS6,HER3,positive,HL,,,,,
RPS6,NFKB,positive,SL,,,,,
RPS6,RAF1,positive,SL,,,,,
RPS6,RPS6,positive,BL,,,,,
RPS6,RPS6,positive,HL,,,,,
RPS6,RPS6,positive,SL,,,,,
S63845,MCL1,negative,Z21,,,,,
S6K,AKT,positive,HS,positive,unsupported,,,a positive interaction is not supported by evidence; there is a negative feedback effect
S6K,CyclinB1,positive,SL,,,,,
S6K,CyclinD,positive,HL,,,,,
S6K,IGF1R_2,ambiguous,Z17,,,,,
S6K,IGF1R_2,negative,Z21,,,,,
S6K,IRS1,ambiguous,TGEN,negative,,,,
S6K,IRS1,ambiguous,MCF7,,,,,
S6K,IRS1,ambiguous,T47D,,,,,
S6K,mTORC2,ambiguous,TGEN,negative,indirect,2,,"causal effect mediated by IRS1, PI3K, PIP3"
S6K,mTORC2,ambiguous,MCF7,,,,,
S6K,mTORC2,ambiguous,T47D,,,,,
S6K,NEDD4L,ambiguous,TGEN,negative,,,,
S6K,PTEN,positive,SL,,,,,
S6K,PTEN,ambiguous,TGEN,positive,,,,
S6K,PTEN,ambiguous,MCF7,,,,,
S6K,PTEN,ambiguous,T47D,,,,,
S6K,RPS6,positive,BL,,,,,
S6K,RPS6,positive,HL,,,,,
S6K,RPS6,positive,SL,,,,,
S6K,S6K,positive,BL,,,,,
S6K,S6K,positive,HL,,,,,
S6K,S6K,positive,BS,positive,unsupported,,,This inferred edge is not supported by experimental evidence
S6K,S6K,positive,HS,positive,unsupported,,,This inferred edge is not supported by experimental evidence
S6K,S6K,positive,SS,positive,unsupported,,,This inferred edge is not supported by experimental evidence
S6K,S6K,positive,SL,,,,,
S6K,Translation,ambiguous,Z17,positive,indirect,2,,causal effect mediated by EIF4
S6K,Translation,positive,Z21,positive,indirect,2,,causal effect mediated by EIF4
SGK1,CREB1,ambiguous,T47D,,,,,
SGK1,FOXO1,ambiguous,TGEN,negative,,,,
SGK1,FOXO1,ambiguous,MCF7,,,,,
SGK1,FOXO1,ambiguous,T47D,,,,,
SGK1,FOXO3,ambiguous,Z17,,,,,
SGK1,FOXO3,negative,Z21,,,,,
SGK1,NEDD4L,ambiguous,TGEN,negative,,,,
SGK1,NEDD4L,ambiguous,MCF7,,,,,
SGK1,NEDD4L,ambiguous,T47D,,,,,
SGK1,TSC2,ambiguous,Z17,,,,,
SGK1,TSC2,negative,Z21,,,,,
SGK1_T,SGK1,ambiguous,Z17,,,,,
SGK1_T,SGK1,positive,Z21,,,,,
SOS1,HRAS,ambiguous,TGEN,positive,direct,1,,"SOS1 directly binds HRAS and acts as a guanine-nucleotide exchange factor (GEF), promoting release of GDP so that GTP can bind. This converts RAS into its active GTP-bound state."
SOS1,HRAS,ambiguous,MCF7,positive,direct,1,,"SOS1 directly binds HRAS and acts as a guanine-nucleotide exchange factor (GEF), promoting release of GDP so that GTP can bind. This converts RAS into its active GTP-bound state."
SOS1,HRAS,ambiguous,T47D,positive,direct,1,,"SOS1 directly binds HRAS and acts as a guanine-nucleotide exchange factor (GEF), promoting release of GDP so that GTP can bind. This converts RAS into its active GTP-bound state."
SOS1,RAS,ambiguous,TGEN,positive,direct,1,,"SOS1 directly binds RAS and acts as a guanine-nucleotide exchange factor (GEF), promoting release of GDP so that GTP can bind. This converts RAS into its active GTP-bound state."
SOS1,RAS,ambiguous,MCF7,positive,direct,1,,"SOS1 directly binds RAS and acts as a guanine-nucleotide exchange factor (GEF), promoting release of GDP so that GTP can bind. This converts RAS into its active GTP-bound state."
SOS1,RAS,ambiguous,T47D,positive,direct,1,,"SOS1 directly binds RAS and acts as a guanine-nucleotide exchange factor (GEF), promoting release of GDP so that GTP can bind. This converts RAS into its active GTP-bound state."
SRC,ABL1,ambiguous,TGEN,positive,,,,
SRC,ABL1,ambiguous,MCF7,,,,,
SRC,CASP8,ambiguous,TGEN,negative,,,,
SRC,CASP8,ambiguous,MCF7,,,,,
SRC,CASP8,ambiguous,T47D,,,,,
SRC,CDKN2A,ambiguous,TGEN,negative,,,,
SRC,CDKN2A,ambiguous,MCF7,,,,,
SRC,CDKN2A,ambiguous,T47D,,,,,
SRC,CTNNB1,ambiguous,TGEN,positive,,,,
SRC,CTNNB1,ambiguous,MCF7,,,,,
SRC,GRB2,ambiguous,TGEN,positive,,,,
SRC,GRB2,ambiguous,MCF7,,,,,
SRC,GRB2,ambiguous,T47D,,,,,
SRC,IGF1R,ambiguous,TGEN,positive,,,,
SRC,IGF1R,ambiguous,MCF7,,,,,
SRC,PAK2,ambiguous,TGEN,positive,,,,
SRC,PAK2,ambiguous,MCF7,,,,,
SRC,PAK2,ambiguous,T47D,,,,,
SRC,PTEN,ambiguous,TGEN,negative,,,,
SRC,PTEN,ambiguous,MCF7,,,,,
SRC,PTEN,ambiguous,T47D,,,,,
SRC,STAT1,ambiguous,TGEN,positive,,,,
SRC,STAT1,ambiguous,MCF7,,,,,
SRC,STAT1,ambiguous,T47D,,,,,
SRC,STAT3,ambiguous,TGEN,positive,,,,
SRC,STAT3,ambiguous,MCF7,,,,,
SRC,STAT3,ambiguous,T47D,,,,,
SRC,STAT5,ambiguous,TGEN,positive,,,,
SRC,STAT5,ambiguous,MCF7,,,,,
STAT1,GATA3,ambiguous,TGEN,negative,,,,
STAT1,GATA3,ambiguous,MCF7,,,,,
STAT1,GATA3,ambiguous,T47D,,,,,
STAT3,IL6R,ambiguous,T47D,,,,,
STAT3,MYC,ambiguous,TGEN,positive,,,,
STAT3,MYC,ambiguous,MCF7,,,,,
STAT3,MYC,ambiguous,T47D,,,,,
STAT5,IL8,ambiguous,TGEN,positive,,,,
STAT5,IL8,ambiguous,MCF7,,,,,
STAT5,IL8,ambiguous,T47D,,,,,
STAT5,PIM,ambiguous,TGEN,positive,,,,
STAT5,PIM,ambiguous,MCF7,,,,,
stimulus,AKT,positive,SL,positive,correlation,3,,This proteomics-inferred edge is consistent with evidence that growth factors in a growth medium lead to AKT activation
stimulus,EGFR,positive,BL,positive,correlation,3,,this inferred edge is consistent with evidence that growth factors in a growth medium lead to AKT activation
stimulus,EGFR,positive,HL,positive,correlation,3,,This proteomics-inferred edge is consistent with evidence that growth factors in a growth medium lead to AKT activation
stimulus,EGFR,positive,SL,positive,correlation,3,,this inferred edge is consistent with evidence that growth factors in a growth medium lead to AKT activation
stimulus,HER2,positive,BL,positive,correlation,3,,This proteomics-inferred edge is consistent with evidence that growth factors in a growth medium lead to AKT activation
stimulus,HER2,positive,HL,positive,correlation,3,,This proteomics-nferred edge is consistent with evidence that growth factors in a growth medium lead to AKT activation
stimulus,HER2,positive,SL,positive,correlation,3,,This proteomics-inferred edge is consistent with evidence that growth factors in a growth medium lead to AKT activation
stimulus,HER3,positive,BL,positive,correlation,3,,This proteomics- inferred edge is consistent with evidence that growth factors in a growth medium lead to AKT activation
stimulus,HER3,positive,HL,positive,correlation,3,,This proteomics-inferred edge is consistent with evidence that growth factors in a growth medium lead to AKT activation
